content,sentiment
Lagi seneng aja 👍,positif
game cocok untuk saya 👍,positif
game terbaik sepanjang masa menurut gua 🎉,positif
nyebelin di satuin sama tim ga bisa main:(( 😤,negatif
GGame yg koplak,negatif
"Parah lau moonton, dah lah  malas gw bacot, tetap dikasih losstrek tross kayak sekarang",positif
"game yang keren saya suka ,tapi ada sedikit masalh saat di dalm pertandingan ping sering naik turun , mohon di tindak lanjuti ,terimakasih 🎉",positif
walaupun stuklodding Mulu tapi takpaa ❤️,positif
GGood game,positif
Gemnya seru abang mooonton,positif
Gamme nya seru bgt,positif
bagus,positif
Game nya banyak orang dongo ga bisa main 💔,negatif
Ok,positif
Tolong dong moonton kasih tim yaang seimbang cape ni di trol di kasih bot bot,negatif
Lumayan ❤️,positif
gem nya sangat seru player nya ga pada toksik,positif
MANTAPP,positif
"Hero minsittar coldown ultinya lama sekali,dibandingkan alpha ,alpha udh ULTI 2 x minsittar baru 1 x itu pun msh coldown 35 detik setelah alpha ULTI ke 2 ,,,udh Hero lategame pula haduuuh,,,banyak dark sistemnya lagi",negatif
Tolonf kembalikan akun saya moonton,negatif
baik,positif
Good 🎉,positif
"Game ga jelas , dark sistem,ngetrol,hapus aja,capek capek mitik kenapa season baru harus turun kasta?malah pakai dikurangi lagi mmr nya..!!!!.woii moonton bengek, 😡",negatif
Oke 🔥,positif
Game nya seperti di seting,negatif
woi monton gimana siii!!!! gem ko ngelag Mulu maju ajh susah tolong donk d perbaiki gimana si ini 🤬,positif
Mantaap geme nya mkasih Monton,positif
mantap 😃,positif
serru dan asik,positif
"Game plagiat sebelah A*V. Delete ML download AOV! GAME BURIK, PLAAGIAT, TUNTUT AE LAGI TOLONG TUNTUT MONTON. RIOT DAN TENCENT",negatif
bagus sih 😃,positif
Baagusse,positif
Pindah gamee Ke HOK aja susah naik banyak bot,positif
👍👍👍👍👍👍👍👍game ini sangat sseru,positif
Netral 😭,negatif
"Very good, I ask that you continue to develop, I am sure you can!!! 👍🏼👍🏼👍🏼 🔥",positif
Oke mantaaap 🔥,positif
Apa game gini kawan GX sesuai lemah lah musuh kuat kuat monton cerewet kasik menang udaah menang kalah malahan banyak kalahnya dari pada menang tolonglah perbaiki dikit ml ni,negatif
Seru aku  7dqh ngerank,positif
good gaame,positif
"Maksud lu apa ton, pas main sinyal jelek, pas mati sinyal bagus, mau ngetes kesabaran orang apa? 😡",negatif
ml kedelayvskil nya tolong update yg bener,negatif
Gerrad,positif
Kasih tim yang bener dikit Matchmaking belom bener sok sok an rilis skin baru,negatif
Bismillah semogga nggak ngeleg,positif
"moonton GK jelas kassih tim dark sistem,musuh GG semua",negatif
"Ini game sumpah kek bangsad banget, gak adil banget lagi, masa tim musuh bagus bagus tapi kalo tim sendiri jelek jelek semua, dan juga terkadang main menang satu kali entar kalah , kalo gitu sama aja gk, jadi emosi di bikin nya, jadi tolong monton yang bangsad tolong di perbaiki dan juga di pertimbangkan 😒 😤",negatif
Mantap,positif
"Main solo atau party ttp saja stuck, susah untuk naik rank,",negatif
Good 😃,positif
Sangat baik,positif
Ok 👍,positif
"Bagus,sih  plus event gk ngotak pokoknya best sih",positif
Sangat luar biasa ❤️,positif
Lol aku dah ls hahaha tapi banyak skin gratis ga seimbang tim nya dari kemaren kalah Mulu Ampe 7 kali lama lama hapus gera 😤,negatif
Kadang suka bug ngeleg ga jelas kadang patah patah sendiri padahal fps nya bagus lebih perbaiki aja gausah update  update percuma kalo bisa suka ngeleg sendiri bakalan sedikit yang main game ini,negatif
Ada masuukan kok mode offline udah gak ada si developer,positif
keren 😃,positif
Manntap👍🏼👍🏼👍🏼👍🏼,positif
Woy drak.sistem dqsar punya game gak di urus,negatif
Game ini game mobilegends bagus dan sangat keren aku suka game ini graafik nya juga hd tapi lumayan hd tapi aku suka game ini 🤗,positif
Masa sinyal penuh kadang keluar truzz Lg di rom aj ky gtuu sukaa kmbali2 lgi tolong donk di bneriin 👍,positif
Berkat monton yg selalu kasih gw tim anjin9 dan kini akhirnya aku download epep 👎,negatif
ML sekarang sering ngeleg & kalo main solo sering dapet tim troll,negatif
Sdh bosen main mobile legendd mau vakum dulu,negatif
Game ini ada dark sistem ml jadi gak bagus dan tim sama musuh nya gak seimbang jadi jelek game ini Sama kalo naik rank ada dark sisstem kaya di atur game jelek bikin pemain marah dan bikin pemain bodoh game saya kalo epik si trool mulu bikin orang galau game bikin orang gak semangat dan ngebug saya kan menang dan terus koneksi terputus dan bintang nya gak naik mending kalian gak usah main game ini dah,positif
Ml gk jelas kasi draksistem blokir aja game kyk gini 😤,negatif
Saya sudah main hampir setengah jam tapi masih kalah item full skor 32 banding 7 tim saya 32 dan masih kalah Tolong dark sistem nya dikurangi 🤫🧏,negatif
"Game nya sngat baik baik realistis,, tapi kalo jaringan kuning tiba tiba gak bisa gerak🙏🙏🙏",positif
🥷,positif
Seru dan menyenangkan meskipun suka kalah mulu,positif
Cukup menghibur 👍,positif
game yang seru dan menyenangkan!!! 😃,positif
manttap,positif
Kadang tiim nya beban,positif
Lumayan 🔥,positif
ggame nya bagus,positif
menyenangkaan untuk mengisi waktu luang,positif
mantap 🎉,positif
Makin kasini. makin stres dari sistem mulut gw udah 15 kali legen iv bintang 5 Sush naik nya ejek gama rusak,positif
"Hallo moonton, saya termasuk player lama dan udah lama mainin game MLBB ini, tp saya kok ga pernah hoki saat gacha event ny, tolong dong pihak moonton atau MLBB tolong buat akun saya hoki di setiap gacha event atau pun bkn event, tolong ya Makasih ❤️‍🩹",positif
Game nya seru 🔥,positif
Semoga jadi game mati 👎,negatif
Game babi gw lossstreak truss cookkkkk anjg ngasih team dark sistem ke gua babi loo 💔,negatif
Mantap gemnya  seeeeeeeeruuuuuuu uarrrrrrrrr,positif
Game babi ngetot setan baru gk ada skin gratis nya 😡,negatif
"Drafpick Useless,Bodoh, Matcmaking tidak sesuai teman dengan lawan Sampah 👎",negatif
Bagus gamenya 🔥,positif
game gajelas.turnamen gaadil.mending pindah hok aja cok,negatif
gamel nya gak jelas padahal wifi gw Mbps nya tinggi tapi di in game ngelag ngelag sinyal nya,negatif
seimbaingin macthmaking ❤️,positif
Seruuu,positif
Raulllll 👍,positif
Ini game ku kira buat hiburan ternyata tes mental 👍,positif
Kasih skin gratis lagi monton sama kasih tim yang lebih baik lagi oke semangat membuat disegnt,positif
Mantap,positif
Game yg sangat bagus ❤️,positif
Nicee.,positif
bagusss bbanget,positif
Tolong dark sistem nya di ilangin🙏,negatif
Mehh,negatif
Lu klo ngasih tim/musuh yg ngotak moonton draksistem lu,negatif
Nice ❤️,positif
Tolong moonton hilangkan DARK SISTEM 😭,negatif
Dark system 🔥,positif
mantap muntun ❤️,positif
🙏🏻🙏🏻🙏🏻🙏🏻 😤,negatif
Sangat bagus gemya tapi aku kesel kalo tidak ada sinyal 😃,positif
I feel happy playing this game the downsidde is it's toxic,positif
Dark sisitemm terlalu parah si,positif
benerin matchmakinng nya,negatif
saya tukang Caarry,positif
😑😑,negatif
Game apalah🗿 🔥,positif
Mantappppp,positif
"Baru menang 1 kali, langsung dikasih lostreek",negatif
please 🔥,positif
nice,positif
"semoga anak keturunan moonton yatim dan miskin 15 keturunan, dan kalian jangan pernah mencoba game ini, hok recommended",negatif
Sangaat bagus Dan memuaskan,positif
"Game nya bagus, tetapi tolong kalau ddi kasih Lawan yang setara ya makasih.",positif
Montonn baik😄,positif
Aku sebentar lagi akan pensiun main ml Soalnya jaringan lag setiap pake wifi atau kaota makanya aku ingin pensiun Aku akan bermain honor of Kings Waktuku tinggal 5 HR lagi Terima kasih mlbb kau telah menghibur ku ini kesempatanku untuk main honor of king maaf ini permintaanku karena aku akan pensiun.makasih ya mlbb mas monton 😇😭♥️ Semoga tahun depan mlbb bisa diperbaiki lagi,negatif
👜👜BAGUS👍😍😊 🔫💥,positif
GG montongg,positif
Mending main ini Daripada game sebelah,positif
Game tolol ga adil ngentod ngentod bikin gila aja game nya,negatif
Untuk sinyal lebih di perbaiki lagi 😃,positif
Game baguss ❤️,positif
Minimall kasih tim bagus montod,negatif
Okeh,positif
Tim  nya bego,positif
Nambah bagus ❤️,positif
Cuma buka pintu terus di tuduh AFK paadahal enggak monton as ajg,negatif
Seru cuman kawan maen rank dark sistem 🤬 👍,positif
"Kasih tim itu yang jelas lah ton monton,, masak role mid semua kadang roamer semua gak jelas 💔",negatif
"Kasih tim yg bnr tlol, ❤️",positif
Sangat memuaskan,positif
"Game sampah, diamon mahal mahal, game play kaku, MATMACHING gak seimbang 😡",negatif
manap 🎉,positif
NNice,positif
Maantap jos,positif
Bagus baanget,positif
game seru,positif
👍👍 ❤️,positif
"Dark sistem makin banyak kami jadi susah naik rank,mending ban player beban",negatif
Saya sangat menyukai game ini 🎉,positif
Sangat menarik di setiap evennya 😃,positif
"game apa ini, dapat tim kaya bot, sedangkan musuh macam pro player, mendingan nggak ush download gane ini bikin stress ajh pemainnya",negatif
Ketemu dark sistem mulu males main.,negatif
"Jelek, bikin persahaabatan hancur",negatif
"macth macking tidak benar, dan tidak adil 😭",negatif
Gabisa dibuuka woy,positif
mantap 🔥,positif
Ngga bisa login setelah mau ganti device harus verifikasi email tapi ga muncul pesan verifnya ke email. Tolong bantu di fix atau kasih solusi. Udah nyoba banyak cara tapi sama sekali nggak ada yg membantu,negatif
Bagi Skin Monton. 👍,positif
Terima Kasih banyak 👎,negatif
Kenapa sekarang bayak bot ya sih moonton match matting  buruk ngapain sih ada bot di rank,negatif
tim nya drak sistem 😤,negatif
Player tollol,negatif
"Gak bikin gabut, bagus  tapi Kalah terus",positif
Mantapppppp savege viktoryyyy,positif
"Sistem nya moonton kurang bagus selalu ketemu dark sistem,lawan gak sebanding dengan rank kita(lawan lebih tinggi),selalu stuck bintang di epic 3,tolong dong dibenerin jangan rusak kaya gini,jadi biar player MLBB jadi gak bosen dengan sistem yang bagus,tapi ini apa masa selalu ketemu lawan yang gak seimbang jadi aku akui game rusak ini,mohon diperbaiki lagi ,biar pada betah player""MLBB kalau game MLBB mau tetap bersinar Sekian dan terimakasih",negatif
Nice moba game ❤️,positif
Gamenya seru dan bagus skinnya juga banyak yng gratis 👍,positif
Sangan indah,positif
Kalo keluar dari game waktu main nunggu loginnya lama,negatif
Udah ketahuan disetting nya ini game untung gua gak pernah top up ini game rugi banget..,negatif
Gabisa dibuka woy,positif
Saya Raja Carry 🔥,positif
aanjayy,positif
top 🎉,positif
ok,negatif
Oke,positif
game nya bagus Sik bagus tapi penyimpanan penuh maaf Monton aku tidak bisa main ini game 😭,negatif
menyenang kan,positif
ngga kek game sebelah jdi kasih 4,positif
gausah main game kaya gini lagi moonton tidak adil tim kita feeder semua tim lawan kaya onic sumpah moonton tidak adil sekali apa lagi kalo ketemu dark system bikin membuat kerugian kepada org lain 🙏🙏,negatif
Main lawannya selalu dikasi yang keras giliran kawannya selalu dark sistem game apa ini gk usah di download ngabisin waktu buat push rank malah lose streak dapat kawan yang gk bener,negatif
Permainan nan nya bagus tapi tolong buat moontod kasih tim nya yang seimbang lah jangan yang noob noob parah tolong,positif
Game moba palingg bagus,positif
Tolong unntung sinyal nya cepat di perbaiki,positif
Lumayann hibur diri,positif
Bagusss lanjutkan terusss 🎉,positif
"Ml game kontollllll babiii gameee monyett, kebanyakan season tim isinya anakk dajallll semua Ml monyeet",negatif
Keren bgt,negatif
Mantap 🎉,positif
terlalu memakan penyimpanan dan terlalu sering update,negatif
Seru 😃,positif
Egk enak nie geme byk mkn data kurang drak sistem informasi,positif
nnice,negatif
Masih nyaman dngn gamme ini,positif
Geme ini sagatttttt sagattttt seruuuuuuuuu 😃,positif
bagus,positif
Makasi monton kau yang terbaik ❤️,positif
game sampahh tai,negatif
Karena saya tidak pernah menang,negatif
SSangat seruh,positif
Mending download hok deh lebih seru daripada nih.ngasih tim gk seimbang mulu bikin orang emosi🤬,negatif
Mantap.... Update nya jadi super HD klo bisa kasih thamuz bnyak skin,positif
game tolol game gj,negatif
Bisa buat hiburan di kala ggalau,positif
"Apaan nih kok diupdate malah makin nggak bagus sih. Btw gara² ni game hp w jdi error keluar bunyi nging panjang kek mau meledak gitu oy, parahh",negatif
Mudahan mudahan di kasi musuh ngtrol trus wkwk,positif
Keren,positif
Game apa ini gua main classic pake Hero biasa kenapa jadi Hero utama pas ganti Lane hapus aja fitur itu gak berguna,negatif
Dark,negatif
"monton asu, masak jaringan nya sering jamping"" padahal buat nonton video tik tok lancar buat main game biadab berat banget, MONTON ASU",positif
sangatt bagus,positif
Cobalah monton ram aplikasi nya ringannin sikit soalnya hp saya hp kentang pliss ngertiin saya udah hapus banyak foto masih aja ga bisa gimana foto saya pada hilang mau di balikin ga bisa sial banget tapi ga naik naik angka download untuk main tapi masih aja sama lama lama saya uninstal game mobile legend malah pindaah ke honor of king pliss ngertiin deh mon ya allah trus dark sistem nya kurangin saya cape main gini trus mana abis reset season gimana tolong ya developer Mlbb indonesia semangat !!,positif
Saya Raja Carry,positif
Baguus,positif
Ini game ku kira buat hiburan ternyata tes mental,positif
keren,positif
"hay monton babi setan lu kira game lu gak ngambil untung banyak apa, masalahnya game ini terlalu parah lag nya untuk kalangan masyarakat sederhana seperti kami, penyimpanan data terlalu merugikan sampai harus hapus aplikasi lain tapi masih tetep aja lag parah apa lagi pas mau mulai main tiba tiba keluar sendiri trus ngulang lagi, di tambah di dalam game pas war sangat lag parah, apakah kekayaan anda tidak bisa mengubah itu semua untuk perbaikan. jika smakin parah lag nya aku unistal ni game payh",positif
Maainnya hebat!,negatif
lumaayan,negatif
"Drafpick Useless,Bodoh, Matcmaking tidak sesuai teman dengan lawan Sampah 💔",negatif
Moonton ubah lagi matchmakingnya biar ketemu lawan seimbang,positif
Mantap  banget,positif
Game terbodoh abad ini masak sinyal bagus hijau ga bisa gerak banyak bug game kikir game kikir,negatif
GAMME INI BAGUS,positif
Game yang seri 😃,positif
Bagus sekali game nya😃👍🏻😁 😃,positif
Draksistem nya tolong hilangin 😭,negatif
Game nya seru banget,positif
Game yang bagus untuk bermain bersama teman-teman,positif
Kenapa sekarang bayak bot ya sih moonton match matting buruk ngapain sih ada bot di rank 💔,negatif
Banyakin skin gratis 🔥,positif
Tolong user di tim saya jangan terlalu mudah untuk dikalahin user nya dan dikasih muusuh yg gampang di kalahin la..,positif
sangat baaguss,positif
Good 🎉,positif
"Main solo atau party ttp saja stuck, susah untuk naik rank,",negatif
Mantappppppp,positif
Monton kenapa akun saya kena been,negatif
Apalah harus pakai alasan,positif
Klo penglaman saya bermain game ini sangat buruk pas masuk di rank epik ketika main solo dapat team dracksistem selalu dan musuh jago jago di kasih monton saya sangat kecewa dengan game yang 1 ini 👎,negatif
Recomended 🎉,positif
Bgus,positif
Kalah 2x menang 1x terus berturut turut dari lagend 1 turun sampai epic 1 Saranku mending main honor of kings,negatif
Game ini sangat seru banget untuk di main kan 👍,positif
Seru dan agak ngeselin ya heheheh tapi gameplaynya bagus sih🗿🗿,positif
Mantaap,positif
Keren bannyak hadiah,positif
seeru,positif
Dapat tim kaya baru mmain ml,negatif
Mantap gemnnya seeeeeeeeruuuuuuu uarrrrrrrrr,positif
Ban player GB MMR #BAN,positif
Seruuu,positif
Saya sangat menyyukai ml dan moontoon,positif
BBagus,positif
"Kalah terus ,Ah elah",negatif
muantap,positif
Yoo lumayyan,positif
Saya banyak dpt teman trimakasih moooton btw cepat rilis skin angela tuu,positif
Karena bagus dan suka lag patah patah perbaiki dg aku udah menuggu lama ❤️,positif
Game nya bikin marah mlas ah mainya draksistem Muulu,negatif
Saangat bagus Dan memuaskan,positif
Sahid hasan 😃,positif
Game kok banyak draksistemnya gue main satu macth aja udah dikasih lawan glory ngotak ton tronton gem mu ini mau dihujat mau bangkrut karena pilih  kasih terhadap player lainnya hapus aja gem ini gak patut di download bikin stres ml dikaki diludahi di hapus dari playstore,negatif
Keeren,positif
Game bagus sekali gaes,positif
Nice 🔥,positif
Hilang kaan dark sistem,positif
Tolong kasih team yg seimbangg dengan lawan,positif
manttap,negatif
"JANGAN DOWNLOAD NTAR NYESEL, GAME HARAM KEK KONTOLLL JNGJ DOWNLOAD BURIKK GAME NYA TAIIII",negatif
Bagus ❤️,positif
Kurang bgus bnyak dark sistem lebih baik hpus ajaa ML pindah d honor of king,negatif
"Gamenya bagus udh gak kikir lagi, tapi sinyal naek turun naek turun mohon dikondisikan lagi karena sangat menggangu ketika farming atau sedang War.. 🎉",positif
Bagus  ngntt,positif
BByragus,positif
keren,positif
Tolong lah jaringan nya di perbaiki 😡,negatif
"I hope Moonton will immediately improve the matchmaking system on the battlefield because the comparison between winning and losing is a lot of losing. If this game is not fixed immediately, players will abandon it because they keep losing and getting bored.",negatif
Apa Cok guabaru jjuga main kenapa malah stack doang woy ini kenapa lah,negatif
Punya sistem match making tuh yang bener masa ketemu player dark ssistem Mulu gua coklat semua lagi bego bet,negatif
